3b275855-990a-46e5-8b12-6d0c5d12676f,Киста в пазухе,Выделение носовой слизи (ринорея) Пучеглазие (проптоз или экзофтальм),Многоводие,91.27,True,88.94
3e395944-7bdb-44d2-a5ac-c00341278a4f,Везикулит,Сухость во рту (Ксеростомия) Infection,Крупный плод,49.22,False,95.69
53f27277-2625-4310-9503-61860e92e607,Нейродермит,Легочные и сердечно-сосудистые Боль в конечностях,Курящие,27.65,False,76.53
c88e63f8-1a76-4951-9973-1c944e8f8a4e,Кондуктивная тугоухость,Skin and Hair Кровохарканье,Токсикозы,80.68,True,78.59
9da0adf7-32da-4caf-9ddf-059490f371cf,Предлежание плаценты,"Головная боль Боли в суставах, полиартикулярная",Дети,8.12,False,6.3
2c323064-d200-4fdc-850b-24376579d8da,Аутоиммунный гепатит,Кровь в моче (гематурия) Отек мошонки,Алкоголики,86.8,True,36.6
4b19a5ef-4543-4be5-8248-cd4f83b77ee6,Анкилоз,Тошнота и рвота на раннем сроке беременности Нечеткое зрение,Курящие,14.82,True,65.93
a9baa82c-6201-40e5-ac62-45dfd5e77940,Эпидемический паротит,Отек века Желтуха у взрослых,Нарушение гормонального баланса,8.9,False,12.09
67855d31-0dfc-4871-a97b-ccd491ec0d11,Торчвуд,Сильное сердцебиение Боль в суставах: Один сустав (моноартикулярная боль в суставах),Ожирение,30.38,False,39.45
4a424087-666d-412d-9c1f-30701a0234f0,Неврастения, Со стороны головного мозга и нервной системы Ear Nose and Throat,Многоводие,16.11,False,16.06
c416c0d9-c1e3-404a-a8c3-530d899dde8d,ОРВИ,Кровь в семенной жидкости (гематоспермия) Гематурия,Пожилые,26.27,False,24.8
7529fed2-9d0b-45ad-886b-1ef545e1ef6e,Адгезивный капсулит,"Боль в животе, острая Обморок (Синкопе)",Нарушение гормонального баланса,1.33,True,17.9
49beab5e-9d08-4ad3-9435-87d7078a22b3,Хронический эндоцервицит,Менструальные спазмы (дисменорея) Боль в шее и спине,Алкоголики,15.05,False,29.36
f72447ec-0633-4d42-8318-228f94174c15,Киста бартолиновой железы,"""Плавающие"" помутнения Заложенность носа и ринорея",Алкоголики,25.13,False,19.29
164c5c45-59a5-4a31-9774-2197c8547be1,Посттравматический артроз,Боль в суставах: Один сустав (моноартикулярная боль в суставах) Боль в шее и спине,Алкоголики,59.07,True,95.61
13b097c3-4108-4bab-a047-d5010bec12cb,Синдром поликистозных яичников,Мышечные спазмы  Со стороны головного мозга и нервной системы,ВИЧ-инфицированные,86.52,False,54.23
be7f7767-282e-4ee5-b270-faef41502598,Ангина,Тиннитус Боль в суставах: несколько суставов (полиартикулярная боль в суставах),Заключенные,28.45,False,57.28
c0a95d41-c13b-4d10-b36a-a0fc53e8da94,Параметрит,Ортостатическая гипотензия Зуд,Заключенные,14.34,True,50.59
8ade136b-8ca5-4252-961e-8d126db36769,Папилломатоз гортани,Хрипы Кровь в моче (гематурия),Ожирение,61.58,True,2.35
f1e7c741-d3d3-48b9-99df-402e502d9103,Перелом позвоночника,Обморок (Синкопе) Боль,Крупный плод,71.9,True,64.82
5ecc22dd-63ac-4b9f-900f-6f36f833b4f2,Диарея путешественников,Головокружение и системное головокружение Язвы и воспаления в ротовой полости (стоматит),Крупный плод,30.22,False,12.64
e7422c4a-fe4b-4da7-bb5a-0f5d2766ace1,О-образные ноги,"Внезапная потеря зрения Комок в горле, ощущение кома",Диабетики,17.15,True,46.14
aa8910f1-4154-47bd-bf56-09c5b235561b,Гемохроматоз,Диарея у детей Со стороны мочеполовой системы,Ожирение,7.01,True,15.4
ca6d377d-3643-45d2-a486-cda2af07c817,Продольное плоскостопие,Кожа Сильный жар у взрослых людей,Дети,76.55,False,92.11
1fe74fec-3630-469e-be30-0eaa4b8d77dd,Гидроцефальный синдром,Гематурия Пучеглазие (проптоз) или экзофтальм,Диабетики,7.78,False,72.3
349aa725-725d-43c8-8b34-4afd7bb1b03e,Гипертензия,Менструальные спазмы (дисменорея) Pain,Пожилые,12.75,True,83.63
8dcd56fe-eadb-4ab5-b48f-dd559c4da812,Аденокарцинома матки,"Диспепсия, несварение желудка Кашель у взрослых",Ожирение,81.25,False,80.21
649e615a-79da-4df5-b658-a1518ec6c9c9,Гиперактивный мочевой пузырь,"Потеря обоняния (аносмия) Дисфагия, затрудненное глотание, затруднения при глотании",ВИЧ-инфицированные,43.25,True,21.44
115e4f99-e41e-4d0e-8b02-c7ce590fa87c,Коклюш,Ортостатическая гипотензия Боль в конечностях,Заключенные,37.16,True,28.34
e6f6b832-df2c-404b-b6e8-daba5d808591,Токсокароз,Вагинальное кровотечение на ранних сроках беременности Храп,Стресс,67.35,True,55.2
f40d5938-32a8-4633-a7d7-a026d5bd4b3f,Фи-и-и-и-и-и-изика,Отеки на поздних сроках беременности Боль в глазу,Стресс,68.44,False,92.85
62a19088-502b-4bed-838c-65a0d07f68b7,Вагинальный свищ,Тошнота и рвота у взрослых Кожа,Многоводие,31.72,False,99.36
3efb008f-c345-49f4-9d95-f2b935b6116a,Бруцеллез,Задержка мочи Тошнота и рвота на раннем сроке беременности,Дети,75.74,True,42.63
107f94b6-736d-44a0-8061-9271277f2fae,Агалактия,Увеличение лимфатических узлов (лимфаденопатия) Joint and Muscle,Стресс,29.16,True,2.64
ca7125ab-6346-44d9-98ff-5750210b4158,Тендиноз,Головная боль Волосатость (гирсутизм),Женщины,74.49,False,30.48
9692c0a1-47b7-4de3-a70c-b7b397bd3bf2,Импиджмент-синдром,Аллергическая сыпь (крапивница) Кашель у детей,Стресс,3.7,False,31.05
513d4460-f935-479c-83db-242cbe1ba212,Вульвит,Боль в горле Гемоспермия,Алкоголики,82.54,True,10.91
7d4a3fe0-b665-4f46-9528-eddc037ee4a5,Кольпит,Храп Образование в области шеи,Наркоманы,42.86,False,48.95
a9b69210-18f8-4eb2-a535-df3e22bcdac1,Кардиомиопатия,"Алопеция, выпадение волос Костно-мышечная",Пожилые,67.7,True,83.25
d7e769af-5da0-4461-8d6b-c1a4c020d9b2,Паховая грыжа,"Боли в суставах, полиартикулярная Опорно-двигательный аппарат",Многоводие,64.55,False,35.77
2013217c-be80-4e4b-8247-47262a2163b9,Атерома,Опухоль на шее Эректильная дисфункция,Курящие,77.2,False,81.63
adb52fe2-75c5-4e94-bc8b-1c97916a29cd,Контрактура локтевого сустава,Размытое зрение Диарея у детей,Беременные,16.84,True,60.21
dd1b89c1-09c8-4063-9cdd-4165af571966,ПСА общий,Со стороны головного мозга и нервной системы Выделение носовой слизи (ринорея),Ожирение,73.78,True,72.29
daaa44ac-c28d-40c7-8477-b7f694e2a892,Протрузии межпозвоночных дисков,Запор у взрослых Пучеглазие (проптоз или экзофтальм),Дети,92.58,False,0.4
57957f72-f212-4600-8b63-019ff1115f94,Киста поджелудочной железы,Отек мошонки Стридор,Женщины,68.82,False,88.69
3517ea5c-0bbc-4143-b738-26b804a25a09,Пиелонефрит,Желудочно-кишечные Joint and Muscle,Курящие,63.81,False,16.59
44c420a3-7d2a-49a5-a326-89076622aac3,"*Болезни уха, горла и носа",Выделение носовой слизи (ринорея) Сильное сердцебиение,Алкоголики,95.28,False,9.2
f3afceb8-d5b5-4240-864f-b529ccd4d4d7,Грыжа белой линии живота,Полиурия Общие,Многоводие,60.45,False,97.17
d852ec45-3d1a-4286-bff6-0b7a78912adc,Педикулез,"Пучеглазие (проптоз или экзофтальм) Повышенная температура у младенцев и детей (лихорадка, хроническая лихорадка или лихорадка неясного происхождения)",Заключенные,56.85,True,52.82
7eb33bbb-d194-441f-9cdd-bb133d019c14,Болезнь Кальве,Эректильная дисфункция Легочные и сердечно-сосудистые,Крупный плод,56.65,False,1.21
ed7b0fc1-6c03-47d6-8f68-4013b22c28de,Полипы в носу,Боли в пояснице Боль в ухе (оталгия),Токсикозы,80.02,True,99.8
cbf5034f-0818-427e-8ced-d8a9037a97c6,Деформация конечности,Усталость Сильное сердцебиение,Ожирение,3.78,False,1.4
c097b5c6-00d4-43d7-b556-5b586969f15d,Желтуха,Уплотнения в молочной железе Плач,Нарушение гормонального баланса,16.43,True,4.86
29f78702-2793-4dbd-81ea-22b8efd2a906,Халазион,"Боль в мошонке Дисфагия, затрудненное глотание, затруднения при глотании",Курящие,16.84,False,74.57
0833b653-2649-46e3-ac5e-b3562766e4e5,Нейросенсорная тугоухость,"Бессонница и чрезмерная дневная сонливость Лихорадка, острая, у взрослых",Пожилые,35.58,False,15.8
4cd9e4e3-4246-4014-8a37-3d32b3817361,Синдром Дауна,Вагинальное кровотечение на поздних сроках беременности Pain,Диабетики,76.09,False,31.07
4e3078a1-c5a7-467b-bbcf-23b16fb03671,Остеомиелит,Гинекологические и акушерские Кровохарканье,Стресс,52.96,False,38.94
4ea3c70f-d62f-4c25-9abd-cf50861c8fa8,Пиометра,Боль в пояснице Eye,Нарушение гормонального баланса,16.7,True,36.85
bab73ec2-ee2b-4ed8-881f-71d6272af26d,Ангина катаральная,легочная и кардиоваскулярная Костно-мышечная,ВИЧ-инфицированные,17.6,True,88.16
2cebd59a-5b34-4570-b4f2-427ae03886f1,Дальнозоркость,Выделение носовой слизи (ринорея) Комок в горле (ощущение кома),Многоводие,64.83,True,10.31
27b91100-ca25-4e74-a3d7-739080626bb6,Радикулит,Children's Symptoms Гирсутизм,Нарушение гормонального баланса,96.72,False,79.63
caf99fcc-bc45-4dc0-8fa7-c89dea550597,Открытое овальное окно,Вагинальное кровотечение на раннем сроке беременности Уплотнения в молочной железе,Беременные,51.45,True,78.2
ce3cdb9c-ab87-4c3a-b0ac-115975e9864e,Гидроцеле,Отек век Аллергическая сыпь (крапивница),Курящие,53.61,False,67.38
f2904f06-3f84-4e36-995e-d7a2978b1266,Поллиноз,"Боли в суставах, полиартикулярная При кровотечении",Женщины,9.3,False,44.4
4ec0ce43-2abf-47bb-8d43-aa58052dd845,Гигантоклеточная опухоль кости,Гемоспермия Боль в суставах: Несколько суставов (полиартикулярная боль),Многоводие,46.58,False,88.69
9343650a-d031-4d97-8f8d-5ca2396a7331,Дискинезия желчного пузыря,Сильный жар у взрослых людей Чрезмерное или частое мочеиспускание (полиурия),ВИЧ-инфицированные,84.87,True,98.56
7d7aec37-d4fe-4b35-8007-1730e166091b,Крапивница,Острая потеря зрения Педиатрический,Дети,38.94,True,35.94
03a9380d-06a6-43e4-9ed7-b4450d4ea936,Ахиллодиния,Гемоспермия Головокружение или предобморочное состояние при вставании (ортостатическая гипотензия),Ожирение,46.16,True,16.75
e151f76e-3cc1-423f-9b60-ed843c05e63d,Лейкоплакия шейки матки,Водянка (Отек) Задержка мочи,Заключенные,23.22,False,40.77
c0f874f2-3596-4964-a91c-dbcc0e9d9da7,Пандорика,Несварение желудка (диспепсия) Желтуха у взрослых,Курящие,93.15,True,46.42
047f7b10-40f4-4935-9165-cefec6a4091f,Остеоартроз,"Свистящие хрипы в горлеУхо, нос и горлоБоль",Многоводие,26.39,False,53.52
4752c50f-eb46-4c66-82c0-2603e93c797c,Зоб,Головокружение или предобморочное состояние при вставании (ортостатическая гипотензия) Острая потеря зрения,Женщины,73.49,True,97.96
88d94993-7d3a-4d86-882a-33e6ba1bb93a,Поясничный спондилоартроз,Головная боль Боли в области малого таза на раннем сроке беременности,Токсикозы,88.88,True,12.51
0777caf5-659a-4ce4-bc8d-2384c63a1fba,Контагиозный моллюск,Со стороны мочеполовой системы Волосатость (гирсутизм),Наркоманы,25.04,True,91.24
505c9282-76ba-4320-97df-150b37e88232,Плеврит,Аллергическая сыпь (крапивница) Свистящие хрипы,Дети,2.64,False,42.6
4adcd1e1-3258-4cab-ba26-8449fb3ecc48,Коньюктивит,Боль в мошонке Отек (водянка),Ожирение,51.11,False,1.01
772b5492-0d7f-41ec-8318-5db11d2cefa4,Вирус папилломы человека (ВПЧ),Потеря памяти (амнезия) Вагинальное кровотечение,Наркоманы,21.9,True,14.87
99024316-7ec9-4f37-b6b3-7861207b6ae6,Печеночная энцефалопатия,Кашель у детей Головокружение,Пожилые,5.06,False,20.91
9d5bb117-1e21-4901-bbea-8a43db0c67ed,Цветной лишай,"Пучеглазие (проптоз) или экзофтальм Боль, хроническая",ВИЧ-инфицированные,4.9,False,31.53
c84672a7-2d6b-41c4-ad37-9c43d9c20311,Конъюнктивит,Боль в мошонке газы;,Диабетики,6.04,False,48.52
43860f66-2a37-4519-9302-97ff31cf62f1,Механическая желтуха,Головная боль Алопеция,Заключенные,13.93,False,62.81
ccb95427-098e-4b47-8e5c-582046dcfd98,Конская стопа,Алопеция Сухость во рту (ксеростомия),Ожирение,10.4,False,20.03
28b45072-9293-47f5-8abe-884da62d903a,Демодекоз,Ортостатическая гипотензия Потеря памяти (амнезия),Дети,74.38,False,32.82
54cd1454-bfe5-469f-a0fa-8dce25e672b2,Эктропион шейки матки,Children's Symptoms Несварение желудка (диспепсия),Наркоманы,80.66,False,52.38
95ae07ef-e86d-4280-a8e7-56fe0eae4ac7,Фиброматоз матки,Диарея у детей Со стороны полости рта и зубов,Многоводие,36.71,True,21.21
a260e298-7b87-4c14-8eb1-8833a5d34d8d,Лимфома,Комок в горле (ощущение кома)  Со стороны органов живота и пищеварительной системы,Беременные,74.5,False,34.36
6ca603fd-9c1c-4721-917e-7b9a47a66224,*Заболевания полости рта,Вагинальное кровотечение на поздних сроках беременности Стридор,Ожирение,51.55,True,24.83
6c3a7473-71a7-4218-8f62-05361cdcf69e,Абсцесс Броди,Головную боль Со стороны мочеполовой системы,Курящие,86.47,False,30.86
aa5bbd4f-7dc8-4608-924e-aa589e75fc64,Последствия аборта,"Диспепсия, несварение желудка Желтуха у взрослых",Нарушение гормонального баланса,71.09,True,69.56
c3375d27-f6cc-483d-af34-ccffc78f84b5,Полиомиелит,Аллергическая сыпь (крапивница)  Со стороны головного мозга и нервной системы,Пожилые,18.83,True,66.65
20ece671-5e09-4606-9260-30d3a10d3fb9,Гломерулонефрит,Вагинальное кровотечение на раннем сроке беременности Бессонница и чрезмерная дневная сонливость,Многоводие,85.3,True,82.23
2b4f8d2b-4981-48b9-bdd4-f2e843a4e318,Констриктивный перикардит,Приапизм Диплопия,Дети,57.46,True,96.08
a26a0bf6-899e-4a8e-b675-d09a055fd1e3,Пищевое отравление,Кашель у взрослых Головокружение или предобморочное состояние при вставании (ортостатическая гипотензия),Наркоманы,88.27,True,39.29
88d65a59-f5bc-4671-8db3-1513ac188e7f,Килевидная грудная клетка,Увеличение лимфатических узлов (лимфаденопатия) Вагинальное кровотечение на позднем сроке беременности,Многоводие,92.69,False,99.86
8f6929ef-062f-429f-a120-12698babe766,Олигоменорея первичная,"Боли в суставах, полиартикулярная Боль или жжение при мочеиспускании (дизурия)",Дети,63.65,True,8.31
93ce812f-169f-43a4-ad7e-ad1852aef369,Липома молочной железы,Педиатрический Желтуха у новорожденных,Пожилые,80.3,False,9.65
d57d054c-1b7b-453e-b90d-8850b506b531,Панические атаки,Боли в области малого таза на раннем сроке беременности Вагинальное кровотечение,Крупный плод,21.64,False,48.94
cf51d727-2960-4e38-bb7c-87fcfdf2b6a5,Острый вагинит,Выделение носовой слизи (ринорея) Отек век,Крупный плод,49.73,True,93.68
fefaa7e4-8693-4c15-aad0-70fa0b32c3c1,Подвывих позвонка,Боль в мошонке Внезапная потеря зрения,Беременные,25.91,False,94.76
67858aeb-e4a3-449b-bcc0-50daf4e8fd35,Илеопсоит,Сильный жар у взрослых людей Желудочно-кишечные,Алкоголики,76.11,False,11.62
d836ae9a-6f21-472f-8dfd-193aeb37b12b,Гемангиома печени,Потеря памяти (амнезия) зуд;,Крупный плод,73.5,True,2.47
66983bdc-4112-4410-9038-952b8283bbf9,Аденома гипофиза,"Икота Боли в суставах, полиартикулярная",Крупный плод,35.8,True,21.01
5d6a1c9e-5d23-422e-8351-2144d0e865ce,Гинекомастия,"Слабость, общая Зуд",Женщины,37.97,False,30.95
35df1172-60b7-44e1-9d11-fd310522106f,Межреберная невралгия,"Боли в суставах, полиартикулярная Сухость во рту (Ксеростомия)",Курящие,64.79,False,73.82
49a87bbc-0ed6-4625-808e-014d419d3b6c,Амилоидоз почек,Комок в горле (ощущение кома) Боль в области малого таза,ВИЧ-инфицированные,40.24,True,94.97
54cba5cd-a421-4a8e-9f8c-5d929af60224,Перелом локтевого отростка,Боль Желтуха у новорожденных (гипербилирубинемия),Алкоголики,79.73,False,66.99
185e45a4-f9f3-42ea-9e8d-fa1498446340,Киста бартолиновой железы,"Боли в суставах, полиартикулярная Дисфагия, затрудненное глотание, затруднения при глотании",Наркоманы,63.07,False,65.08
4bd9aeb3-2886-4c2f-b34d-6c273ef5a7c9,Короткая уздечка полового члена,"Комок в горле, ощущение кома Задержка мочи",Нарушение гормонального баланса,32.24,True,55.06
668127df-9573-427b-9f94-f433eddab255,Полип уретры,Диплопия Головокружение или предобморочное состояние при вставании (ортостатическая гипотензия),Крупный плод,42.49,False,47.13
47dc8043-be72-49cd-b24c-404fddabc6cd,Кишечные инфекции,Желтуха у взрослых Желудочно-кишечное кровотечение,Беременные,18.5,False,34.61
6cfc92c7-24b8-403d-b01e-af7ff09fe486,Онкомаркер СА 19-9,"Запоры у детей ""Плавающие"" помутнения",Наркоманы,37.84,False,67.72
5aa0d659-5eb2-4eab-8677-2b8013623862,Прерывание беременности,Потеря памяти (амнезия) Влагалищный зуд и выделения,Многоводие,89.28,True,53.35
dd24be34-30d1-4d28-aed6-25f4223262e9,Липома,Покраснение глаз (красные глаза) Кожа,Многоводие,40.61,True,76.27
927db9cf-be99-4262-85d8-47ee37b7a754,Стрептодермия,Потеря памяти (амнезия) Сухость во рту (ксеростомия),Наркоманы,18.54,True,17.1
5c96ac9b-c97f-4ed3-9024-a67a83471a72,Обмороки,Боль в мошонке Недержание мочи у детей (энурез),Курящие,7.04,True,38.44
73b1fdf2-68a5-4777-93e9-825373c9550b,Анкета при климаксе,Запор у взрослых Боль в мошонке,Курящие,25.94,False,58.69
61b9c520-6450-46bd-a15b-53bc90809e66,Остеомаляция,Общее вон или шум в ушах (тиннит),Токсикозы,78.91,True,89.71
913c017b-71ee-41e1-ba62-c9bcd65da8a0,Диабетическая ретинопатия,Со стороны мочеполовой системы Сухость во рту (ксеростомия),Наркоманы,40.99,True,65.85
9274b515-0a7a-4bcb-9e46-bc95353b2aec,Кандидоз,Одышка Потеря памяти (амнезия),Нарушение гормонального баланса,81.91,True,28.56
bdb51604-489c-4364-a64a-1be1e641683a,Фиброзно-кистозная мастопатия (фиброаденоматоз),Со стороны органов живота и пищеварительной системы Сухость во рту (Ксеростомия),Наркоманы,48.94,False,22.6
682b98cb-2d9e-48a7-ae8e-392136be7eea,Нистагм,Вагинальное кровотечение на ранних сроках беременности Аллергическая сыпь (крапивница),Ожирение,86.11,False,22.02
3b5a2241-ef0c-4567-8c4b-15042c6223d6,Кандидоз кишечника,Боль в шее и спине в животеЖелудочно-кишечный Боль,Диабетики,9.91,True,97.43
9b814d5b-b99b-4b28-830d-b5b44ec0ab32,Гипоксия плода,Недержание мочи у детей (энурез) Кровоподтеки и кровотечение,Курящие,31.11,False,74.69
a89d37b5-0396-451b-afeb-c9c71a9c3a41,Гипогонадизм,онемение; Вагинальное кровотечение на ранних сроках беременности,Наркоманы,98.37,False,47.79
6d7eeb40-cce1-40d5-8e65-4592e35f0350,Пищевод Барретта,Головокружение или предобморочное состояние при вставании (ортостатическая гипотензия) Eye,Наркоманы,80.65,True,97.38
a4576cc3-0cc5-4286-a08f-0eb4af7fefa6,Воспаление почек (нефрит),Отеки Обморок,Пожилые,61.84,True,88.89
bbfc562f-4026-418d-9bb5-cfebc8b5cca1,Гипергидроз (потливость),Pain Потеря памяти (амнезия),Токсикозы,48.13,False,58.1
947b11db-a611-4478-b90b-ee6beecc940e,Аменорея первичная,Общие Менструальные спазмы (дисменорея),Крупный плод,93.15,True,51.78
3edaaa5d-c164-468c-885c-44904626d87f,Микроспория,Со стороны мочеполовой системы Вагинальное кровотечение на раннем сроке беременности,Ожирение,94.73,False,9.76
c5366b08-de47-4aa0-92fd-11cafc8a4a57,Посттромбофлебитическая болезнь,Кровотечение Слезящиеся глаза (слезотечение),Дети,48.64,True,84.16
1c202b06-53fb-485f-83da-6da5823926e3,Диспепсия,Двоение зрения (диплопия) Боль,ВИЧ-инфицированные,24.09,True,35.8
9d1e49e0-3b46-4365-a729-852e116fc901,*Генетические заболевания,газы; Глаз,Дети,91.72,True,11.57
b17aae14-41af-4383-8304-4c317606b9b0,Гнойные раны,Вагинальное кровотечение на раннем сроке беременности Joint and Muscle,Многоводие,83.32,False,50.44
7d415475-3f61-455d-bd42-a5a404f68708,Амблиопия,"Кровоподтеки и кровотечение Боль в животе, хроническая",Токсикозы,87.62,False,1.91
461aede3-5270-47e0-bbcd-bcd1e9584264,Потница,Носовое кровотечение (эпистаксис) газы;,Нарушение гормонального баланса,27.69,False,57.26
441718da-5fdd-4535-951c-5ac88b99e58e,Рефлюкс-эзофагит,Кровоподтеки и кровотечение Eye,ВИЧ-инфицированные,33.69,False,6.75
00155ed4-5161-4033-8349-03a354b0165b,Полипы желудка,Вагинальное кровотечение на поздних сроках беременности Потеря слуха (тугоухость): Внезапная глухота,Диабетики,75.85,True,16.89
84cc81f2-0618-4db3-adc8-b6015a06ff16,Аллергия,Головокружение и системное головокружение Анизокория; различная величина зрачков,Многоводие,88.66,True,69.69
ddfbe1f3-a5d4-4cdb-bcf6-4e32f88c468b,Перелом локтевой кости,Отек века Головная боль,Наркоманы,25.41,False,25.86
b1da5d46-57af-4449-aa52-7dea0683cdb1,ПСА свободный,Боль в пояснице Ортостатическая гипотензия,Диабетики,51.89,True,28.04
1751ccca-f432-4026-8ce1-0d6052f81b06,Качество спермы,Покраснение глаз (красные глаза) Gynecologic & Obstetric,Многоводие,48.75,False,79.96
dc91b702-28b5-4cfb-ac37-1022beb2c85d,Периартрит,Желудочно-кишечные Потеря памяти (амнезия),Наркоманы,3.91,True,94.03
3aedfbaf-3940-4185-baf4-441b13efa7c9,Деформация стоп,Желудочно-кишечные Боли в пояснице,Многоводие,39.86,False,58.69
c94d5c6d-0a69-411e-9b62-7bbb411690f3,Перелом бедра,Желтуха у взрослых Chest & Respiratory,Нарушение гормонального баланса,32.32,True,69.78
b27a9117-889f-41d6-b2a5-40af3dc8c46f,Брахицефалия,"""Плавающие"" помутнения Боли в суставах, полиартикулярная",Заключенные,49.42,False,25.87
08e8ce27-e2b1-47e6-a141-4a46eb60794c,Дисплазия шейки матки,"Аменорея ""Плавающие"" помутнения",Пожилые,97.89,True,76.53
8597b707-3f9c-4c58-959d-0ffcbce698f4,Болезнь де Кервена,Запор у взрослых Боль,Токсикозы,75.14,True,56.35
02ee0486-80b0-490f-8ddf-562ce53c8e16,Панкреатит хронический,Изменения поведения и личности Сильное сердцебиение,Крупный плод,87.61,False,61.53
1351b818-96ca-47f4-8db9-f5282b6e7dd9,Бета-2-микроглобулин в крови,Кровотечение Хрипы,Наркоманы,99.51,False,88.15
a23611f9-5473-41b5-836d-ef4d20c11a64,Гиперкератоз кожи,Слезотечение Потеря слуха (тугоухость): Внезапная глухота,Курящие,41.66,True,97.52
740056ee-fcc8-4a58-8320-fe2ba11d2a17,*Болезни легких и бронхов,Сильный жар у взрослых людей Размытое зрение,Беременные,50.54,True,25.94
3020778e-dee0-4210-9a76-3f8090ed2378,Бурсит стопы,Несварение желудка (диспепсия) Со стороны органов грудной клетки и дыхательной системы,Крупный плод,1.29,True,87.19
862825ff-b991-46c7-b750-67f831cd6e73,Оскольчатый перелом,Диплопия Острая потеря зрения,Нарушение гормонального баланса,48.9,False,49.74
c09230d5-08b6-426e-9781-803e89a59d58,Синдром Жильбера,Уплотнения в молочной железе Двоение зрения (диплопия),ВИЧ-инфицированные,37.16,False,81.88
9e15b51c-adeb-43b1-900b-8759bd73efa4,Рыбные палочки с заварным кремом,Газы Газы,Беременные,10.33,False,36.0
fd363ade-9649-4b23-9b1b-809ac43cfa46,Герпес на глазу,Размытое зрение Боль или жжение при мочеиспускании (дизурия),Алкоголики,49.95,False,16.9
37d09fd8-c02c-4806-bacf-12933feb3ff4,Осложнения беременности и родов,Вагинальное кровотечение на позднем сроке беременности Плач,Стресс,41.95,False,78.09
2f1aaa8e-34d5-4b0e-8147-c8a4728ec71b,Отрубевидный лишай,Children's Symptoms Симптомы у детей,Токсикозы,29.47,True,31.25
b6bb3ca5-2c06-4fb7-b191-d475accfccbc,Галакторея,Отек века Вагинальное кровотечение на ранних сроках беременности,Дети,36.68,True,23.1
8930101b-97d1-421d-8f34-c50491c545cc,*Болезни нервной системы,Оторея (выделения из уха) Зуд,Заключенные,47.38,False,46.09
85288b83-13d7-4d36-ba7e-ce1fa881bcad,Скудные менструации,Тошнота и рвота на раннем сроке беременности Кровоподтеки и кровотечение,ВИЧ-инфицированные,69.23,True,69.42
4ce7b865-41a4-4942-b96e-762c70093fdf,Диатез,Общее Боль в области малого таза,Беременные,97.35,True,26.08
4dae092f-a0e8-4e58-8d07-f0dd08bf43f0,История выбелена,Ортостатическая гипотензия Боль в мошонке,Алкоголики,13.5,False,10.82
0349e493-8663-438a-93f8-551a1547ee45,Деформация ногтей,Потеря слуха (тугоухость): Внезапная глухота Желудочно-кишечное кровотечение,Заключенные,24.88,False,5.04
e657b58e-89a0-4d0c-8f2b-a9c3f830ad3d,Грипп,Хрипы Легочные и сердечно-сосудистые,Наркоманы,33.29,False,13.37
5e2f20d9-c76d-436f-98ad-359ee4d1d1d0,Лейкоплакия вульвы,Обморок (Синкопе) Покраснение глаз (красные глаза),Наркоманы,46.33,True,95.07
